en,0
en,0.6875299
en,0.3711395
en,1
en,0.50958794
en,1
en,0.9894744
en,0.9869281
en,1
en,1
en,1
en,1
en,1
en,1
en,1
zh-CN,0.9454955
en,1
en,1
en,0.9685631
sv,0.31051734
en,0.9141821
en,0
en,0.85281
en,0
da,0.83904845
en,1
en,1
en,1
en,1
en,1
en,1
en,1
en,0.665289
en,1
en,0.924065
en,0.9438511
en,0.9288098
en,1
en,0.92904073
ar,0.52290696
en,0
en,1
it,0.9734858
en,0.69934636
en,1
en,0.9669207
en,1
nl,1
en,1
en,0.904
en,1
en,1
en,0.86891997
en,0.5820549
en,1
eu,0.9783806
en,1
en,0.9246166
en,1
en,1
it,0.4609375
en,1
en,1
es,0.26953125
en,1
en,1
en,1
en,0.91089916
la,0.6289712
en,0
lus,1
en,1
en,1
en,0.9637762
en,1
en,1
en,1
en,1
en,1
en,0
cs,1
en,1
en,1
en,1
en,1
en,1
en,0
en,0
en,1
en,0.94421333
zh-CN,0.5898063
en,1
en,0
en,0.9602332
en,1
en,1
en,1
en,1
en,0.88156444
en,1
en,1
en,1
en,1
en,1
en,0
en,1
en,1
en,1
en,0.34010422
en,1
en,0.9895866
"['en', 'nl']","[0.5100804, 0.4454959]"
en,1
sk,0.98065954
en,1
en,0.90476424
nl,1
en,1
fr,0.890625
en,1
en,1
en,1
en,0.53200895
en,0.9484028
en,1
en,1
en,0.37269264
en,0.92459965
en,0.9563396
en,0.9778004
en,0.2970032
"['id', 'ms']","[0.6182091, 0.38179085]"
en,0.7078192
en,0
en,1
da,0.287162
gd,0.6544208
eo,0.7577836
ha,0.96875
sv,0.8946372
en,1
en,1
en,1
en,1
es,0.6806237
en,0.6900961
en,1
en,1
en,0.9880949
en,0
"['da', 'no']","[0.6015625, 0.3984375]"
en,0.98242426
en,0.918815
ro,0.886159
en,0
en,0
en,1
en,0.60673994
iw,1
en,1
so,0.57207453
pt,1
en,0
en,0.4620071
en,0.79683375
en,1
en,1
en,1
en,0.44409373
en,0.82635194
en,0.47512886
en,1
en,0.70315135
en,0.55268085
en,1
en,1
en,1
en,0.92955
en,1
en,0.93151087
en,0.9716884
en,1
en,1
en,1
en,0.95856
en,1
en,0.55690384
en,1
ga,0.5057915
en,0.9364787
en,1
en,1
en,0.91167206
nl,0.98297656
en,1
en,0
ja,0.8507565
en,0.98403054
en,0
en,0.98969764
en,1
en,0.6204392
nl,0.8984375
en,1
en,1
ar,1
en,1
en,1
en,1
en,1
en,0.8384435
en,0.55569607
en,1
en,1
en,1
en,1
fy,0.85541195
en,1
en,1
en,1
en,1
en,1
en,1
en,1
en,1
en,0
en,1
en,1
en,1
en,1
en,0.5434029
en,0.3694834
en,1
en,1
en,1
en,1
en,1
en,0.98951507
pl,0.9485041
en,1
en,0.801568
en,1
en,1
en,1
en,0.6860519
en,0.9879023
en,1
en,1
en,0.5056029
ar,1
en,1
en,0.84401107
en,1
en,1
nl,0.9463465
sl,0.46875
en,1
en,1
en,1
en,1
en,1
en,0.66433287
en,0
en,0.98913056
so,0.2834646
en,1
en,0.9884093
en,0.80090916
en,1
pl,0.598078
en,0.9869792
en,1
en,1
en,1
en,0.9432471
en,1
en,0.58102494
en,1
ja,0.9429497
en,1
la,0.859375
en,1
en,1
en,1
en,1
en,0.9613849
en,1
en,1
en,1
en,1
en,1
en,0.9428888
en,1
en,0.7038571
en,1
en,0.95832986
en,1
en,1
en,0
en,0.65707266
en,0.51647455
en,0
en,1
en,1
en,1
en,1
en,0.4318572
en,0.9805566
en,0.79826146
en,1
en,1
en,0.9886548
en,0.98859394
en,1
en,1
en,1
en,0.8333411
fr,1
en,0.9843674
en,0.9765625
en,0.41614822
en,1
mi,0.725337
en,1
en,1
en,0.98453313
en,0.86516523
en,1
en,0.880478
en,1
en,0
en,1
en,0.94054055
en,1
en,1
"['hr', 'sl']","[0.60465115, 0.375969]"
en,1
en,0.9895833
en,1
en,0.9659405
en,1
en,1
en,1
en,1
en,1
en,0.9814643
en,1
en,1
en,0.8864911
en,1
en,0.835868
en,1
en,1
en,1
en,0.90183246
en,1
es,0.98523945
en,1
en,1
de,1
en,1
en,0
en,1
en,0.98834705
en,1
en,0
fi,0.57049465
en,1
en,0.94015473
en,1
en,1
en,1
en,0
en,1
en,0.34993932
en,0.98324627
en,1
nl,0.8687452
en,1
en,1
en,1
en,1
en,0
en,1
en,0
en,1
en,1
en,0
en,1
en,1
en,0.97720504
en,1
en,0
en,0.9765941
en,0.95168406
en,1
en,0.98411536
en,1
tl,1
en,0.93314534
en,0.9762533
en,0.6941583
en,0.20525055
en,1
en,1
en,0.872487
en,1
en,0.9050149
en,1
en,0.8564402
fr,1
en,1
co,0.49611712
en,1
en,1
en,1
en,0.84682775
en,1
en,1
en,1
en,1
en,0.44703105
en,0.8586388
en,0
en,1
bg,0.92833537
"['nl', 'en']","[0.5221767, 0.38558206]"
en,0.9835118
en,1
en,1
en,1
en,0.98834705
en,0
en,0.96527016
en,1
en,1
iw,1
en,1
en,1
en,1
ar,0.53339773
en,1
en,1
en,0
en,1
en,1
en,1
en,1
en,0.7029005
en,1
en,1
no,0.98046875
en,1
en,1
en,0.96789676
en,1
ceb,0.4369236
en,0.41189748
en,0.8387242
en,1
en,0.97744507
en,1
en,1
en,1
nl,1
en,1
en,1
en,0.703268
en,1
hu,0.94898593
zh-CN,1
en,0.9302936
"['en', 'la']","[0.52926725, 0.34133393]"
ar,1
en,1
en,1
en,1
en,0.9853365
ms,0.9215543
en,1
pl,0.25147715
en,0.97815037
en,1
en,1
en,0.94084543
en,1
en,1
en,0.9423643
en,0.9898619
en,0.9230786
en,1
en,1
en,1
en,0.95002466
en,1
nl,1
en,0.67123145
en,1
en,1
de,1
en,1
en,1
en,1
en,1
en,0.69142234
en,1
en,0.9837732
en,0
en,1
en,0.9880949
en,1
en,1
en,0.8923362
en,0.9786951
en,1
"['es', 'pt']","[0.609375, 0.390625]"
en,0.857768
en,1
en,1
en,0.9597285
en,0
en,1
en,1
en,0.3643805
en,1
en,1
en,1
en,1
en,0.982962
en,0.94379085
en,1
sr,0.7255479
en,0.79956603
en,1
en,1
en,1
en,1
lb,0.4653595
ms,0.882868
en,1
en,0.9692987
en,0.9284261
en,1
en,1
en,1
en,0.42022118
en,0.96896905
en,1
